1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1783633243,1958732752,2123503040,2281983438,2496812250,2675925225,2830092209,3146134526,3367044534,3629504424,4412400000,4565500000,4740900000,4823500000,4910400000,5152100000,5403000000,5790300000,6206000000,6259600000,6815800000,6924600000,7364500000,7944300000,8751100000,9996700000,10541100000,11940800000,12953931759,14186350754,13172989137,15001920581,16870322387
