Date,Max_Demand_GW,Plant_Production_GWh,Imports_GWh,Renewables_Production_GWh,powerplants_c02_kt,GDP_mln,Population_k,tmin,tavg,tmax
2005-03-16 12:00:00,0.35,90.515,0.0,0.0,0.0,208.14,404.015,10.850000000000001,14.45,18.049999999999997
2005-04-01 00:00:00,0.32,81.715,0.0,0.0,0.0,187.91,404.07666666666665,11.9,15.5,19.2
2005-04-16 00:00:00,0.315,81.715,0.0,0.0,0.0,187.91,404.1383333333333,13.65,17.8,22.0
2005-05-01 00:00:00,0.31,85.69,0.0,0.0,0.0,197.05,404.2,15.4,20.1,24.8
2005-05-16 12:00:00,0.345,85.69,0.0,0.0,0.0,197.05,404.26166666666666,17.45,21.9,26.4
2005-06-01 00:00:00,0.38,94.05,0.0,0.0,0.0,216.27,404.3233333333333,19.5,23.7,28.0
2005-06-16 00:00:00,0.39,94.05,0.0,0.0,0.0,216.27,404.385,20.85,25.2,29.6
2005-07-01 00:00:00,0.4,113.395,0.0,0.0,0.0,260.76,404.44666666666666,22.2,26.7,31.2
2005-07-16 12:00:00,0.405,113.395,0.0,0.0,0.0,260.76,404.5083333333333,22.049999999999997,26.049999999999997,30.0
2005-08-01 00:00:00,0.41,108.985,0.0,0.0,0.0,250.62,404.57,21.9,25.4,28.8
2005-08-16 12:00:00,0.395,108.985,0.0,0.0,0.0,250.62,404.63166666666666,21.549999999999997,24.85,28.1
2005-09-01 00:00:00,0.38,100.145,0.0,0.0,0.0,230.29,404.6933333333333,21.2,24.3,27.4
2005-09-16 00:00:00,0.35,100.145,0.0,0.0,0.0,230.29,404.755,19.85,22.8,25.7
2005-10-01 00:00:00,0.32,79.345,0.0,0.0,0.0,182.46,404.81666666666666,18.5,21.3,24.0
2005-10-16 12:00:00,0.315,79.345,0.0,0.0,0.0,182.46,404.87833333333333,16.85,19.6,22.35
2005-11-01 00:00:00,0.31,83.25,0.0,0.0,0.0,191.44,404.94,15.2,17.9,20.7
2005-11-16 00:00:00,0.32999999999999996,83.25,0.0,0.0,0.0,191.44,405.00166666666667,13.5,16.0,18.6
2005-12-01 00:00:00,0.35,90.04,0.0,0.0,0.0,207.05,405.06333333333333,11.8,14.1,16.5
2005-12-16 12:00:00,0.365,90.04,0.0,0.0,0.0,207.05,405.125,10.850000000000001,13.25,15.65
2006-01-01 00:00:00,0.38,101.335,0.0,0.0,0.0,242.13,405.18666666666667,9.9,12.4,14.8
2006-01-16 12:00:00,0.38,101.335,0.0,0.0,0.0,242.13,405.24833333333333,9.600000000000001,12.15,14.600000000000001
2006-02-01 00:00:00,0.38,87.5,0.0,0.0,0.0,209.08,405.31,9.3,11.9,14.4
2006-02-15 00:00:00,0.36,87.5,0.0,0.0,0.0,209.08,405.36875,9.7,12.600000000000001,15.399999999999999
2006-03-01 00:00:00,0.34,89.475,0.0,0.0,0.0,213.79,405.4275,10.1,13.3,16.4
2006-03-16 12:00:00,0.31000000000000005,89.475,0.0,0.0,0.0,213.79,405.48625,11.5,14.950000000000001,18.35
2006-04-01 00:00:00,0.28,78.695,0.0,0.0,0.0,188.04,405.545,12.9,16.6,20.3
2006-04-16 00:00:00,0.30500000000000005,78.695,0.0,0.0,0.0,188.04,405.60375,14.45,18.700000000000003,22.9
2006-05-01 00:00:00,0.33,87.94,0.0,0.0,0.0,210.13,405.6625,16.0,20.8,25.5
2006-05-16 12:00:00,0.365,87.94,0.0,0.0,0.0,210.13,405.72125,17.5,22.5,27.45
2006-06-01 00:00:00,0.4,94.985,0.0,0.0,0.0,226.96,405.78000000000003,19.0,24.2,29.4
2006-06-16 00:00:00,0.4,94.985,0.0,0.0,0.0,226.96,405.83875,20.75,25.6,30.45
2006-07-01 00:00:00,0.4,116.245,0.0,0.0,0.0,277.76,405.89750000000004,22.5,27.0,31.5
2006-07-16 12:00:00,0.4,116.245,0.0,0.0,0.0,277.76,405.95625,22.65,26.8,30.95
2006-08-01 00:00:00,0.4,112.505,0.0,0.0,0.0,268.82,406.015,22.8,26.6,30.4
2006-08-16 12:00:00,0.38,112.505,0.0,0.0,0.0,268.82,406.07375,21.75,25.35,28.95
2006-09-01 00:00:00,0.36,97.615,0.0,0.0,0.0,233.24,406.1325,20.7,24.1,27.5
2006-09-16 00:00:00,0.355,97.615,0.0,0.0,0.0,233.24,406.19125,19.75,22.950000000000003,26.1
2006-10-01 00:00:00,0.35,93.56,0.0,0.0,0.0,223.55,406.25,18.8,21.8,24.7
2006-10-16 12:00:00,0.32999999999999996,93.56,0.0,0.0,0.0,223.55,406.30875000000003,16.85,19.75,22.549999999999997
2006-11-01 00:00:00,0.31,83.86,0.0,0.0,0.0,200.38,406.3675,14.9,17.7,20.4
2006-11-16 00:00:00,0.315,83.86,0.0,0.0,0.0,200.38,406.42625000000004,14.2,16.85,19.5
2006-12-01 00:00:00,0.32,86.89,0.0,0.0,0.0,207.62,406.485,13.5,16.0,18.6
2006-12-16 12:00:00,0.33,86.89,0.0,0.0,0.0,207.62,406.54375000000005,12.5,15.25,18.0
2007-01-01 00:00:00,0.34,90.24,0.0,0.0,0.0,227.55,406.6025,11.5,14.5,17.4
2007-01-16 12:00:00,0.34,90.24,0.0,0.0,0.0,227.55,406.66125000000005,11.15,14.15,17.1
2007-02-01 00:00:00,0.34,81.57,0.0,0.0,0.0,205.69,406.72,10.8,13.8,16.8
2007-02-15 00:00:00,0.34,81.57,0.0,0.0,0.0,205.69,406.8308333333334,11.05,14.05,17.1
2007-03-01 00:00:00,0.34,88.81,0.0,0.0,0.0,223.94,406.9416666666667,11.3,14.3,17.4
2007-03-16 12:00:00,0.325,88.81,0.0,0.0,0.0,223.94,407.0525,12.350000000000001,15.5,18.75
2007-04-01 00:00:00,0.31,82.225,0.0,0.0,0.0,207.34,407.16333333333336,13.4,16.7,20.1
2007-04-16 00:00:00,0.315,82.225,0.0,0.0,0.0,207.34,407.2741666666667,14.8,18.6,22.450000000000003
2007-05-01 00:00:00,0.32,88.53,0.0,0.0,0.0,223.24,407.385,16.2,20.5,24.8
2007-05-16 12:00:00,0.37,88.53,0.0,0.0,0.0,223.24,407.49583333333334,18.25,22.65,27.1
2007-06-01 00:00:00,0.42,100.2,0.0,0.0,0.0,252.66,407.6066666666667,20.3,24.8,29.4
2007-06-16 00:00:00,0.425,100.2,0.0,0.0,0.0,252.66,407.71750000000003,20.9,25.700000000000003,30.549999999999997
2007-07-01 00:00:00,0.43,116.13,0.0,0.0,0.0,292.83,407.8283333333334,21.5,26.6,31.7
2007-07-16 12:00:00,0.43,116.13,0.0,0.0,0.0,292.83,407.93916666666667,22.15,26.950000000000003,31.799999999999997
2007-08-01 00:00:00,0.43,118.67,0.0,0.0,0.0,299.24,408.05,22.8,27.3,31.9
2007-08-16 12:00:00,0.405,118.67,0.0,0.0,0.0,299.24,408.16083333333336,22.0,26.15,30.35
2007-09-01 00:00:00,0.38,102.36,0.0,0.0,0.0,258.11,408.27166666666665,21.2,25.0,28.8
2007-09-16 00:00:00,0.36,102.36,0.0,0.0,0.0,258.11,408.3825,19.9,23.2,26.5
2007-10-01 00:00:00,0.34,96.45,0.0,0.0,0.0,243.21,408.49333333333334,18.6,21.4,24.2
2007-10-16 12:00:00,0.34,96.45,0.0,0.0,0.0,243.21,408.6041666666667,16.85,19.5,22.15
2007-11-01 00:00:00,0.34,87.815,0.0,0.0,0.0,221.43,408.71500000000003,15.1,17.6,20.1
2007-11-16 00:00:00,0.355,87.815,0.0,0.0,0.0,221.43,408.8258333333333,13.649999999999999,15.950000000000001,18.3
2007-12-01 00:00:00,0.37,95.145,0.0,0.0,0.0,239.92,408.93666666666667,12.2,14.3,16.5
2007-12-16 12:00:00,0.365,95.145,0.0,0.0,0.0,239.92,409.0475,12.149999999999999,14.4,16.7
2008-01-01 00:00:00,0.36,95.75,0.0,0.0,85.2,261.1,409.1583333333333,12.1,14.5,16.9
2008-01-16 12:00:00,0.365,95.75,0.0,0.0,85.2,261.1,409.26916666666665,11.3,13.9,16.5
2008-02-01 00:00:00,0.37,91.8,0.0,0.0,81.68,250.33,409.38,10.5,13.3,16.1
2008-02-15 12:00:00,0.355,91.8,0.0,0.0,81.68,250.33,409.50916666666666,11.3,14.100000000000001,16.9
2008-03-01 00:00:00,0.34,89.48,0.0,0.0,79.62,244.0,409.6383333333333,12.1,14.9,17.7
2008-03-16 12:00:00,0.33,89.48,0.0,0.0,79.62,244.0,409.7675,13.0,16.15,19.299999999999997
2008-04-01 00:00:00,0.32,86.305,0.0,0.0,76.79,235.34,409.89666666666665,13.9,17.4,20.9
2008-04-16 00:00:00,0.32,86.305,0.0,0.0,76.79,235.34,410.0258333333333,15.350000000000001,18.799999999999997,22.299999999999997
2008-05-01 00:00:00,0.32,89.75,0.0,0.0,79.86,244.74,410.155,16.8,20.2,23.7
2008-05-16 12:00:00,0.355,89.75,0.0,0.0,79.86,244.74,410.2841666666667,18.3,22.049999999999997,25.799999999999997
2008-06-01 00:00:00,0.39,81.32,0.0,0.0,72.36,221.75,410.41333333333336,19.8,23.9,27.9
2008-06-16 00:00:00,0.4,81.32,0.0,0.0,72.36,221.75,410.5425,21.25,25.299999999999997,29.299999999999997
2008-07-01 00:00:00,0.41,121.495,0.0,0.0,108.1,331.3,410.6716666666667,22.7,26.7,30.7
2008-07-16 12:00:00,0.41,121.495,0.0,0.0,108.1,331.3,410.80083333333334,22.7,26.799999999999997,30.9
2008-08-01 00:00:00,0.41,118.08,0.0,0.0,105.06,321.99,410.93,22.7,26.9,31.1
2008-08-16 12:00:00,0.415,118.08,0.0,0.0,105.06,321.99,411.05916666666667,21.85,25.75,29.65
2008-09-01 00:00:00,0.42,106.705,0.0,0.0,94.94,290.97,411.18833333333333,21.0,24.6,28.2
2008-09-16 00:00:00,0.375,106.705,0.0,0.0,94.94,290.97,411.3175,19.5,22.85,26.2
2008-10-01 00:00:00,0.33,91.83,0.0,0.0,81.71,250.41,411.44666666666666,18.0,21.1,24.2
2008-10-16 12:00:00,0.325,91.83,0.0,0.0,81.71,250.41,411.5758333333333,16.6,19.5,22.4
2008-11-01 00:00:00,0.32,82.01,0.0,0.0,72.97,223.63,411.70500000000004,15.2,17.9,20.6
2008-11-16 00:00:00,0.315,82.01,0.0,0.0,72.97,223.63,411.8341666666667,13.75,16.25,18.700000000000003
2008-12-01 00:00:00,0.31,83.415,0.0,0.0,74.22,227.46,411.96333333333337,12.3,14.6,16.8
2008-12-16 12:00:00,0.32,83.415,0.0,0.0,74.22,227.46,412.09250000000003,11.55,13.899999999999999,16.15
2009-01-01 00:00:00,0.33,87.835,0.0,0.0,77.11,253.64,412.2216666666667,10.8,13.2,15.5
2009-01-16 12:00:00,0.33999999999999997,87.835,0.0,0.0,77.11,253.64,412.35083333333336,9.65,12.25,14.8
2009-02-01 00:00:00,0.35,81.76,0.0,0.0,71.78,236.1,412.48,8.5,11.3,14.1
2009-02-15 00:00:00,0.33999999999999997,81.76,0.0,0.0,71.78,236.1,412.56458333333336,9.45,12.350000000000001,15.2
2009-03-01 00:00:00,0.33,84.795,0.0,0.0,74.44,244.87,412.6491666666667,10.4,13.4,16.3
2009-03-16 12:00:00,0.30500000000000005,84.795,0.0,0.0,74.44,244.87,412.73375,11.3,14.350000000000001,17.4
2009-04-01 00:00:00,0.28,78.315,0.0,0.0,68.75,226.15,412.8183333333333,12.2,15.3,18.5
2009-04-16 00:00:00,0.30000000000000004,78.315,0.0,0.0,68.75,226.15,412.90291666666667,13.95,17.950000000000003,22.0
2009-05-01 00:00:00,0.32,84.175,0.0,0.0,73.9,243.08,412.9875,15.7,20.6,25.5
2009-05-16 12:00:00,0.33499999999999996,84.175,0.0,0.0,73.9,243.08,413.07208333333335,17.299999999999997,22.15,27.0
2009-06-01 00:00:00,0.35,91.665,0.0,0.0,80.47,264.7,413.1566666666667,18.9,23.7,28.5
2009-06-16 00:00:00,0.37,91.665,0.0,0.0,80.47,264.7,413.24125000000004,20.25,25.35,30.45
2009-07-01 00:00:00,0.39,111.02,0.0,0.0,97.47,320.6,413.3258333333333,21.6,27.0,32.4
2009-07-16 12:00:00,0.395,111.02,0.0,0.0,97.47,320.6,413.41041666666666,22.3,27.15,32.0
2009-08-01 00:00:00,0.4,115.815,0.0,0.0,101.68,334.44,413.495,23.0,27.3,31.6
2009-08-16 12:00:00,0.395,115.815,0.0,0.0,101.68,334.44,413.57958333333335,22.0,25.950000000000003,29.85
2009-09-01 00:00:00,0.39,99.085,0.0,0.0,86.99,286.13,413.6641666666667,21.0,24.6,28.1
2009-09-16 00:00:00,0.36,99.085,0.0,0.0,86.99,286.13,413.74875,19.0,22.4,25.75
2009-10-01 00:00:00,0.33,87.94,0.0,0.0,77.2,253.95,413.8333333333333,17.0,20.2,23.4
2009-10-16 12:00:00,0.315,87.94,0.0,0.0,77.2,253.95,413.91791666666666,15.35,18.549999999999997,21.75
2009-11-01 00:00:00,0.3,79.04,0.0,0.0,69.39,228.25,414.0025,13.7,16.9,20.1
2009-11-16 00:00:00,0.31,79.04,0.0,0.0,69.39,228.25,414.08708333333334,13.45,16.25,19.05
2009-12-01 00:00:00,0.32,82.38,0.0,0.0,72.32,237.89,414.1716666666667,13.2,15.6,18.0
2009-12-16 12:00:00,0.32,82.38,0.0,0.0,72.32,237.89,414.25625,12.149999999999999,14.5,16.9
2010-01-01 00:00:00,0.32,85.0,0.0,0.0,75.82,274.16,414.3408333333333,11.1,13.4,15.8
2010-01-16 12:00:00,0.32,85.0,0.0,0.0,75.82,274.16,414.42541666666665,11.0,13.600000000000001,16.25
2010-02-01 00:00:00,0.32,76.99,0.0,0.0,68.68,248.33,414.51,10.9,13.8,16.7
2010-02-15 00:00:00,0.31,76.99,0.0,0.0,68.68,248.33,414.5833333333333,11.05,13.95,16.85
2010-03-01 00:00:00,0.3,81.285,0.0,0.0,72.51,262.18,414.65666666666664,11.2,14.1,17.0
2010-03-16 12:00:00,0.28500000000000003,81.285,0.0,0.0,72.51,262.18,414.73,12.35,15.55,18.7
2010-04-01 00:00:00,0.27,76.44,0.0,0.0,68.19,246.55,414.80333333333334,13.5,17.0,20.4
2010-04-16 00:00:00,0.275,76.44,0.0,0.0,68.19,246.55,414.87666666666667,14.75,18.2,21.549999999999997
2010-05-01 00:00:00,0.28,80.855,0.0,0.0,72.13,260.79,414.95,16.0,19.4,22.7
2010-05-16 12:00:00,0.31000000000000005,80.855,0.0,0.0,72.13,260.79,415.0233333333333,17.4,21.15,24.85
2010-06-01 00:00:00,0.34,87.265,0.0,0.0,77.84,281.47,415.09666666666664,18.8,22.9,27.0
2010-06-16 00:00:00,0.37,87.265,0.0,0.0,77.84,281.47,415.16999999999996,20.5,24.799999999999997,29.1
2010-07-01 00:00:00,0.4,110.345,0.0,0.0,98.43,355.91,415.24333333333334,22.2,26.7,31.2
2010-07-16 12:00:00,0.4,110.345,0.0,0.0,98.43,355.91,415.31666666666666,22.5,26.95,31.4
2010-08-01 00:00:00,0.4,111.145,0.0,0.0,99.15,358.49,415.39,22.8,27.2,31.6
2010-08-16 12:00:00,0.38,111.145,0.0,0.0,99.15,358.49,415.4633333333333,21.9,25.6,29.3
2010-09-01 00:00:00,0.36,95.03,0.0,0.0,84.77,306.51,415.53666666666663,21.0,24.0,27.0
2010-09-16 00:00:00,0.345,95.03,0.0,0.0,84.77,306.51,415.61,19.45,22.3,25.1
2010-10-01 00:00:00,0.33,88.615,0.0,0.0,79.05,285.82,415.68333333333334,17.9,20.6,23.2
2010-10-16 12:00:00,0.315,88.615,0.0,0.0,79.05,285.82,415.75666666666666,16.75,19.4,22.049999999999997
2010-11-01 00:00:00,0.3,80.525,0.0,0.0,71.83,259.73,415.83,15.6,18.2,20.9
2010-11-16 00:00:00,0.31,80.525,0.0,0.0,71.83,259.73,415.9033333333333,13.649999999999999,16.35,19.1
2010-12-01 00:00:00,0.32,83.07,0.0,0.0,74.1,267.94,415.97666666666663,11.7,14.5,17.3
2010-12-16 12:00:00,0.325,83.07,0.0,0.0,74.1,267.94,416.04999999999995,10.7,13.7,16.65
2011-01-01 00:00:00,0.33,85.71,0.0,0.0,76.6,273.69,416.12333333333333,9.7,12.9,16.0
2011-01-16 12:00:00,0.33,85.71,0.0,0.0,76.6,273.69,416.19666666666666,9.0,12.350000000000001,15.7
2011-02-01 00:00:00,0.33,79.255,0.0,0.0,70.83,253.07,416.27,8.3,11.8,15.4
2011-02-15 00:00:00,0.325,79.255,0.0,0.0,70.83,253.07,416.4266666666666,8.95,12.4,15.95
2011-03-01 00:00:00,0.32,85.06,0.0,0.0,76.02,271.61,416.5833333333333,9.6,13.0,16.5
2011-03-16 12:00:00,0.30000000000000004,85.06,0.0,0.0,76.02,271.61,416.74,11.149999999999999,14.7,18.25
2011-04-01 00:00:00,0.28,78.775,0.0,0.0,70.4,251.54,416.89666666666665,12.7,16.4,20.0
2011-04-16 00:00:00,0.28500000000000003,78.775,0.0,0.0,70.4,251.54,417.0533333333333,13.85,17.65,21.45
2011-05-01 00:00:00,0.29,83.88,0.0,0.0,74.96,267.84,417.21,15.0,18.9,22.9
2011-05-16 12:00:00,0.31999999999999995,83.88,0.0,0.0,74.96,267.84,417.3666666666667,16.95,21.15,25.35
2011-06-01 00:00:00,0.35,90.54,0.0,0.0,80.91,289.11,417.5233333333333,18.9,23.4,27.8
2011-06-16 00:00:00,0.38,90.54,0.0,0.0,80.91,289.11,417.67999999999995,20.4,25.049999999999997,29.65
2011-07-01 00:00:00,0.41,111.315,0.0,0.0,99.48,355.45,417.83666666666664,21.9,26.7,31.5
2011-07-16 12:00:00,0.4,111.315,0.0,0.0,99.48,355.45,417.99333333333334,21.9,26.75,31.6
2011-08-01 00:00:00,0.39,112.3,0.0,0.0,100.36,358.59,418.15,21.9,26.8,31.7
2011-08-16 12:00:00,0.395,112.3,0.0,0.0,100.36,358.59,418.3066666666666,21.5,26.0,30.5
2011-09-01 00:00:00,0.4,100.905,0.0,0.0,90.18,322.21,418.4633333333333,21.1,25.2,29.3
2011-09-16 00:00:00,0.355,100.905,0.0,0.0,90.18,322.21,418.62,19.05,22.65,26.25
2011-10-01 00:00:00,0.31,89.21,0.0,0.0,79.72,284.86,418.77666666666664,17.0,20.1,23.2
2011-10-16 12:00:00,0.31,89.21,0.0,0.0,79.72,284.86,418.9333333333333,16.0,18.75,21.549999999999997
2011-11-01 00:00:00,0.31,82.53,0.0,0.0,73.76,263.53,419.09,15.0,17.4,19.9
2011-11-16 00:00:00,0.32,82.53,0.0,0.0,73.76,263.53,419.24666666666667,13.3,15.75,18.25
2011-12-01 00:00:00,0.33,84.805,0.0,0.0,75.79,270.8,419.4033333333333,11.6,14.1,16.6
2011-12-16 12:00:00,0.335,84.805,0.0,0.0,75.79,270.8,419.55999999999995,10.3,12.85,15.4
2012-01-01 00:00:00,0.34,90.67,0.0,0.0,82.21,294.34,419.71666666666664,9.0,11.6,14.2
2012-01-16 12:00:00,0.355,90.67,0.0,0.0,82.21,294.34,419.87333333333333,8.25,10.899999999999999,13.6
2012-02-01 00:00:00,0.37,88.245,0.0,0.0,80.01,286.47,420.03,7.5,10.2,13.0
2012-02-15 12:00:00,0.35,88.245,0.0,0.0,80.01,286.47,420.2775,8.6,11.649999999999999,14.75
2012-03-01 00:00:00,0.33,85.305,0.0,0.0,77.35,276.92,420.525,9.7,13.1,16.5
2012-03-16 12:00:00,0.31,85.305,0.0,0.0,77.35,276.92,420.7725,11.149999999999999,14.649999999999999,18.15
2012-04-01 00:00:00,0.29,79.165,0.0,0.0,71.78,256.99,421.02,12.6,16.2,19.8
2012-04-16 00:00:00,0.29,79.165,0.0,0.0,71.78,256.99,421.2675,14.2,18.25,22.3
2012-05-01 00:00:00,0.29,85.435,0.0,0.0,77.47,277.34,421.515,15.8,20.3,24.8
2012-05-16 12:00:00,0.33499999999999996,85.435,0.0,0.0,77.47,277.34,421.7625,18.1,22.950000000000003,27.8
2012-06-01 00:00:00,0.38,97.725,0.0,0.0,88.61,317.24,422.01,20.4,25.6,30.8
2012-06-16 00:00:00,0.405,97.725,0.0,0.0,88.61,317.24,422.2575,21.9,27.05,32.2
2012-07-01 00:00:00,0.43,119.445,0.0,0.0,108.3,387.75,422.505,23.4,28.5,33.6
2012-07-16 12:00:00,0.43,119.445,0.0,0.0,108.3,387.75,422.7525,23.7,28.55,33.35
2012-08-01 00:00:00,0.43,122.5,0.0,0.0,111.07,397.67,423.0,24.0,28.6,33.1
2012-08-16 12:00:00,0.39,122.5,0.0,0.0,111.07,397.67,423.2475,22.65,26.85,31.0
2012-09-01 00:00:00,0.35,99.58,0.0,0.0,90.29,323.26,423.495,21.3,25.1,28.9
2012-09-16 00:00:00,0.355,99.58,0.0,0.0,90.29,323.26,423.7425,20.55,24.05,27.549999999999997
2012-10-01 00:00:00,0.36,96.84,0.0,0.0,87.81,314.37,423.99,19.8,23.0,26.2
2012-10-16 12:00:00,0.33499999999999996,96.84,0.0,0.0,87.81,314.37,424.2375,18.15,21.2,24.25
2012-11-01 00:00:00,0.31,83.885,0.0,0.0,76.06,272.31,424.485,16.5,19.4,22.3
2012-11-16 00:00:00,0.32,83.885,0.0,0.0,76.06,272.31,424.7325,13.95,16.799999999999997,19.6
2012-12-01 00:00:00,0.33,85.515,0.0,0.0,77.54,277.6,424.98,11.4,14.2,16.9
2012-12-16 12:00:00,0.335,85.515,0.0,0.0,77.54,277.6,425.2275,11.0,13.75,16.45
2013-01-01 00:00:00,0.34,89.03,0.0,0.0,68.1,319.16,425.475,10.6,13.3,16.0
